area_type,availability,location,bath,balcony,price,total_sqft_int,bhk,price_per_sqft
Super built-up  Area,Ready To Move,Akshaya Nagar,3.0,2.0,85.0,1305.0,2.0,6513.409961685824
Super built-up  Area,Ready To Move,Akshaya Nagar,2.0,2.0,75.0,1186.0,3.0,6323.777403035413
Built-up  Area,Ready To Move,Akshaya Nagar,3.0,3.0,84.0,1795.0,2.0,4679.66573816156
Super built-up  Area,Ready To Move,Akshaya Nagar,3.0,2.0,85.0,1128.0,2.0,7535.4609929078015
Super built-up  Area,Ready To Move,Akshaya Nagar,2.0,2.0,66.0,1314.0,2.0,5022.83105022831
Super built-up  Area,Ready To Move,Akshaya Nagar,2.0,0.0,68.0,1385.0,1.0,4909.747292418772
Super built-up  Area,Ready To Move,Akshaya Nagar,2.0,2.0,73.0,1075.0,2.0,6790.697674418605
Super built-up  Area,Ready To Move,Akshaya Nagar,4.0,2.0,95.0,1615.0,3.0,5882.35294117647
Super built-up  Area,Ready To Move,Akshaya Vana,2.0,1.0,49.0,1500.0,2.0,3266.6666666666665
Super built-up  Area,Ready To Move,Akshaya Vana,2.0,1.0,55.0,1560.0,1.0,3525.641025641026
Super built-up  Area,Ready To Move,Akshaya Vana,2.0,1.0,49.0,1705.0,2.0,2873.900293255132
Super built-up  Area,Ready To Move,Akshaya Vana,2.0,2.0,52.0,1200.0,2.0,4333.333333333333
Super built-up  Area,20-Dec,Akshayanagara East,2.0,1.0,76.0,1520.0,3.0,5000.0
Super built-up  Area,Ready To Move,Akshayanagara East,3.0,2.0,67.23,905.0,2.0,7428.729281767955
Super built-up  Area,Ready To Move,Akshayanagara East,3.0,2.0,70.39,1075.0,3.0,6547.906976744186
Super built-up  Area,20-Dec,Akshayanagara East,1.0,1.0,40.0,1115.0,2.0,3587.4439461883408
Super built-up  Area,Ready To Move,Akshayanagara East,2.0,2.0,44.0,1200.0,2.0,3666.6666666666665
Super built-up  Area,Ready To Move,Akshayanagara West,2.0,2.0,75.0,1243.0,3.0,6033.789219629927
Super built-up  Area,Ready To Move,Akshya Nagar,2.0,2.0,48.27,1500.0,3.0,3218.0
Super built-up  Area,Ready To Move,Akshya Nagar,2.0,1.0,75.0,1190.0,3.0,6302.5210084033615
Super built-up  Area,Ready To Move,Akshya Nagar,2.0,1.0,58.0,2456.0,4.0,2361.5635179153096
Super built-up  Area,Ready To Move,Alfa Garden Layout,2.0,1.0,43.0,1929.0,3.0,2229.1342664593053
Super built-up  Area,18-May,Alfa Garden Layout,2.0,1.5843757375501535,43.79,1870.0,2.0,2341.711229946524
Super built-up  Area,Ready To Move,Alfa Garden Layout,2.0,2.0,38.0,1710.0,3.0,2222.222222222222
Super built-up  Area,Ready To Move,Alur,2.0,1.0,10.0,1125.0,2.0,888.8888888888889
Super built-up  Area,Ready To Move,Alur,1.0,1.0,15.0,1328.0,3.0,1129.5180722891566
Super built-up  Area,Ready To Move,Amam Enclave Layout,2.0,1.0,55.0,1000.0,2.0,5500.0
Super built-up  Area,Ready To Move,Ambalipura,2.0,1.0,75.0,1120.0,2.0,6696.428571428572
Built-up  Area,Ready To Move,Ambalipura,2.0,2.0,80.0,1109.0,2.0,7213.706041478809
Super built-up  Area,Ready To Move,Ambalipura,3.0,1.0,120.0,1571.0,2.0,7638.446849140675
Super built-up  Area,Ready To Move,Ambalipura,2.0,2.0,66.25,1197.0,2.0,5534.670008354219
Built-up  Area,Ready To Move,Ambalipura,3.0,3.0,102.0,1332.0,3.0,7657.657657657658
Super built-up  Area,Ready To Move,Ambalipura,4.0,1.5843757375501535,142.0,1485.0,4.0,9562.289562289563
Super built-up  Area,Ready To Move,Ambalipura,2.0,2.0,80.0,1223.0,2.0,6541.291905151267
Super built-up  Area,Ready To Move,Ambalipura,2.0,2.0,112.0,1050.0,2.0,10666.666666666666
Built-up  Area,Ready To Move,Ambalipura,3.0,3.0,100.0,1187.0,2.0,8424.599831508003
Super built-up  Area,Ready To Move,Ambalipura,2.0,2.0,112.0,1837.0,2.0,6096.897114861186
Super built-up  Area,Ready To Move,Ambedkar Colony,3.0,2.0,165.0,1380.0,2.0,11956.521739130434
Super built-up  Area,Ready To Move,Ambedkar Colony,2.0,1.0,140.0,1152.0,2.0,12152.777777777777
Built-up  Area,Ready To Move,Ambedkar Colony,1.0,1.0,142.0,1225.0,1.0,11591.836734693878
Super built-up  Area,Ready To Move,Ambedkar Colony,3.0,2.0,130.0,1500.0,2.0,8666.666666666666
Super built-up  Area,Ready To Move,Ambedkar Nagar,2.0,2.0,90.0,2400.0,2.0,3750.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,2.0,120.0,2400.0,2.0,5000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,4.0,2.0,126.0,1455.0,4.0,8659.79381443299
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,2.0,119.0,1118.0,2.0,10644.007155635063
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,1.0,120.0,1200.0,3.0,10000.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,4.0,2.0,120.0,1251.0,3.0,9592.32613908873
Super built-up  Area,Ready To Move,Ambedkar Nagar,2.0,2.0,86.0,1917.0,2.0,4486.176317162232
Super built-up  Area,Ready To Move,Ambedkar Nagar,2.0,2.0,95.0,1100.0,2.0,8636.363636363636
Super built-up  Area,Ready To Move,Ambedkar Nagar,4.0,2.0,122.0,1720.0,4.0,7093.023255813953
Super built-up  Area,Ready To Move,Ambedkar Nagar,3.0,2.0,125.0,2000.0,2.0,6250.0
Built-up  Area,Ready To Move,Amblipura,2.0,1.0,80.0,2400.0,2.0,3333.3333333333335
Super built-up  Area,Ready To Move,Amruthahalli,2.0,1.0,40.0,1270.0,2.0,3149.6062992125985
Built-up  Area,Ready To Move,Amruthahalli,3.0,2.0,65.0,1200.0,2.0,5416.666666666667
Super built-up  Area,Ready To Move,Amruthahalli,3.0,2.0,77.0,1095.0,3.0,7031.963470319634
Super built-up  Area,Ready To Move,Amruthahalli,2.0,1.0,85.0,1000.0,2.0,8500.0
Super built-up  Area,Ready To Move,Amruthahalli,2.0,2.0,55.0,1010.0,2.0,5445.544554455446
Super built-up  Area,Ready To Move,Amruthahalli,2.0,2.0,79.0,1139.0,2.0,6935.908691834943
Super built-up  Area,Ready To Move,Amruthahalli,2.0,1.0,65.0,1150.0,3.0,5652.173913043478
Built-up  Area,Ready To Move,Amruthahalli,2.0,1.0,90.0,1300.0,1.0,6923.076923076923
Super built-up  Area,Ready To Move,Amruthahalli,2.0,1.0,42.0,1216.0,2.0,3453.9473684210525
Built-up  Area,Ready To Move,Amruthahalli,1.0,1.0,55.0,1464.0,2.0,3756.8306010928964
Built-up  Area,Ready To Move,Amruthnagar,2.0,1.0,67.5,1175.0,3.0,5744.68085106383
Built-up  Area,Ready To Move,Anand Nagar,2.0,2.0,55.0,1280.0,2.0,4296.875
Built-up  Area,Ready To Move,Anand Nagar,2.0,3.0,55.0,1625.0,2.0,3384.6153846153848
Super built-up  Area,Ready To Move,Anand Nagar,2.0,2.0,75.0,1340.0,3.0,5597.014925373134
Plot  Area,17-Dec,Anandapura,2.0,1.0,55.0,1060.0,2.0,5188.679245283019
Built-up  Area,Ready To Move,Anandapura,2.0,1.0,50.0,1065.0,3.0,4694.835680751174
Plot  Area,Ready To Move,Anandapura,2.0,1.0,67.0,1950.0,2.0,3435.897435897436
Plot  Area,Ready To Move,Anandapura,2.0,1.0,58.0,1100.0,2.0,5272.727272727273
Super built-up  Area,Ready To Move,Anandapura,2.0,1.0,42.75,950.0,2.0,4500.0
Built-up  Area,Ready To Move,Anandapura,3.0,0.0,45.0,1000.0,2.0,4500.0
Plot  Area,Ready To Move,Anandapura,2.0,1.0,57.0,1800.0,2.0,3166.6666666666665
Built-up  Area,Ready To Move,Anandapura,2.0,0.0,58.0,1160.0,3.0,5000.0
Plot  Area,Ready To Move,Anandapura,2.0,1.0,74.0,1165.0,2.0,6351.931330472103
Super built-up  Area,Ready To Move,Anandapura,2.0,1.0,50.0,1333.0,1.0,3750.9377344336085
Super built-up  Area,Ready To Move,Anandapura,2.0,1.0,50.0,1075.0,2.0,4651.162790697675
Super built-up  Area,Ready To Move,Anandapura,3.0,2.0,58.7,1150.0,3.0,5104.347826086957
Plot  Area,Ready To Move,Anantapura,4.0,1.5843757375501535,160.0,1900.0,3.0,8421.052631578947
Carpet  Area,Ready To Move,Anantapura,3.0,2.0,77.0,1062.0,3.0,7250.470809792843
Super built-up  Area,Ready To Move,Ananth Nagar,2.0,2.0,31.5,950.0,2.0,3315.7894736842104
Super built-up  Area,Ready To Move,Ananth Nagar,2.0,1.0,65.0,1665.0,2.0,3903.903903903904
Super built-up  Area,18-Aug,Ananth Nagar,2.0,2.0,22.5,1157.0,2.0,1944.6845289541918
Super built-up  Area,Ready To Move,Ananth Nagar,2.0,1.0,26.0,2483.0,2.0,1047.1204188481674
Super built-up  Area,Ready To Move,Ananth Nagar,2.0,2.0,36.0,1043.0,2.0,3451.581975071908
Super built-up  Area,Ready To Move,Ananth Nagar,2.0,1.0,35.0,3000.0,2.0,1166.6666666666667
Built-up  Area,Ready To Move,Ananth Nagar,2.0,3.0,37.0,1260.0,2.0,2936.5079365079364
Super built-up  Area,Ready To Move,Ananth Nagar,2.0,1.0,25.26,1100.0,2.0,2296.3636363636365
Built-up  Area,Ready To Move,Ananth Nagar,3.0,2.0,54.0,1640.0,2.0,3292.682926829268
Super built-up  Area,18-Aug,Ananth Nagar,2.0,1.0,36.0,1046.0,2.0,3441.682600382409
Super built-up  Area,Ready To Move,Ananth Nagar,3.0,1.0,37.75,1300.0,3.0,2903.846153846154
Super built-up  Area,Ready To Move,Ananth Nagar,3.0,1.0,42.0,1215.0,3.0,3456.7901234567903
Super built-up  Area,Ready To Move,Ananth Nagar,2.0,2.0,25.0,1733.5,2.0,1442.169022209403
Super built-up  Area,Ready To Move,Ananth Nagar,2.0,1.0,25.99,1981.0,2.0,1311.9636547198384
Super built-up  Area,Ready To Move,Ananth Nagar,2.0,2.0,38.0,1250.0,3.0,3040.0
Super built-up  Area,Ready To Move,Anekal,2.0,1.0,22.0,1279.0,2.0,1720.0938232994527
Super built-up  Area,Ready To Move,Anekal,2.0,1.0,40.0,1508.0,2.0,2652.5198938992044
Plot  Area,18-May,Anekal,2.0,1.0,36.1,1575.0,3.0,2292.063492063492
Plot  Area,Ready To Move,Anekal,2.0,1.0,36.0,1268.0,2.0,2839.116719242902
Built-up  Area,Ready To Move,Anekal,2.0,1.0,45.0,1310.0,2.0,3435.114503816794
Plot  Area,19-Jan,Anekal,1.0,1.0,36.0,1279.0,2.0,2814.6989835809227
Plot  Area,19-Jan,Anekal,1.0,1.0,36.0,1091.0,3.0,3299.725022914757
Super built-up  Area,Ready To Move,Anekal,1.0,1.0,15.0,1100.0,2.0,1363.6363636363637
Plot  Area,19-Jan,Anekal,1.0,1.0,36.0,1650.0,2.0,2181.818181818182
Plot  Area,19-Jan,Anekal,1.0,1.0,36.0,1569.0,3.0,2294.455066921606
Plot  Area,Ready To Move,Anekal,4.0,0.0,95.0,2140.0,3.0,4439.252336448598
Plot  Area,19-Apr,Anekal,2.0,1.0,36.1,1060.0,3.0,3405.6603773584907
Plot  Area,19-May,Anekal,2.0,1.0,36.1,1140.0,3.0,3166.6666666666665
Super built-up  Area,Ready To Move,Anekal,1.0,1.0,21.0,1300.0,2.0,1615.3846153846155
Built-up  Area,Ready To Move,Anekal,1.0,1.0,12.5,1052.0,2.0,1188.212927756654
Super built-up  Area,Ready To Move,Anekal,1.0,1.0,28.0,1000.0,2.0,2800.0
Plot  Area,Ready To Move,Anjana Nagar,2.0,1.0,185.0,1364.0,3.0,13563.049853372435
Built-up  Area,Ready To Move,Anjanapura,4.0,2.0,86.0,1200.0,3.0,7166.666666666667
Super built-up  Area,18-Jul,Anjanapura,2.0,2.0,39.0,1100.0,2.0,3545.4545454545455
Super built-up  Area,18-Aug,Anjanapura,2.0,2.0,37.0,1130.0,2.0,3274.336283185841
Plot  Area,Ready To Move,Anjanapura,2.0,0.0,55.0,1950.0,2.0,2820.5128205128203
Super built-up  Area,Ready To Move,Anjanapura,2.0,1.0,40.0,1350.0,3.0,2962.962962962963
Built-up  Area,Ready To Move,Anjanapura,2.0,2.0,45.0,1341.0,2.0,3355.7046979865772
Super built-up  Area,19-Dec,Anjanapura,2.0,1.0,37.72,1660.4,4.0,2271.74174897615
Super built-up  Area,Ready To Move,Anjanapura,4.0,2.0,55.0,1160.0,3.0,4741.379310344828
Super built-up  Area,Ready To Move,Anjanapura,3.0,1.0,87.54,1495.0,3.0,5855.51839464883
Super built-up  Area,19-Dec,Anjanapura,2.0,1.0,30.13,1268.0,3.0,2376.1829652996844
Plot  Area,Ready To Move,Anjappa Layout,2.0,1.0,55.0,1500.0,2.0,3666.6666666666665
Super built-up  Area,Ready To Move,Anjappa Layout,2.0,1.0,50.0,1800.0,2.0,2777.777777777778
Super built-up  Area,Ready To Move,Ankappa Layout,3.0,2.0,75.0,1085.0,3.0,6912.442396313364
Super built-up  Area,Ready To Move,Ankappa Layout,2.0,2.0,65.0,1015.0,2.0,6403.940886699507
Super built-up  Area,Ready To Move,Anugrah Layout,3.0,1.0,100.0,1035.0,2.0,9661.835748792271
Built-up  Area,Ready To Move,Ardendale,2.0,1.0,43.25,630.0,1.0,6865.079365079365
Super built-up  Area,Ready To Move,Ardendale,3.0,2.0,100.0,1752.12,3.0,5707.371641211789
Super built-up  Area,Ready To Move,Ardendale,4.0,2.0,160.0,2400.0,3.0,6666.666666666667
Super built-up  Area,Ready To Move,Ardendale,3.0,3.0,100.0,1756.0,3.0,5694.760820045558
Super built-up  Area,Ready To Move,Ardendale,3.0,2.0,92.0,1060.0,3.0,8679.245283018869
Super built-up  Area,Ready To Move,Ardendale,3.0,1.5843757375501535,150.0,1143.0,2.0,13123.359580052493
Built-up  Area,Ready To Move,Ardendale,4.0,1.5843757375501535,140.0,2774.0,3.0,5046.863734679164
Super built-up  Area,Ready To Move,Ardendale,2.0,2.0,70.0,800.0,2.0,8750.0
Super built-up  Area,Ready To Move,Ardendale,3.0,3.0,82.0,1400.0,2.0,5857.142857142857
Super built-up  Area,Ready To Move,Ardendale,3.0,1.5843757375501535,140.0,1125.0,3.0,12444.444444444445
Built-up  Area,Ready To Move,Ardendale,3.0,3.0,82.0,1155.0,3.0,7099.5670995671
Super built-up  Area,Ready To Move,Ardendale,3.0,2.0,95.0,1200.0,3.0,7916.666666666667
Super built-up  Area,Ready To Move,Ardendale,3.0,2.0,89.0,996.0,2.0,8935.74297188755
Plot  Area,Ready To Move,Ardendale,3.0,1.0,250.0,2400.0,3.0,10416.666666666666
Super built-up  Area,Ready To Move,Arehalli,3.0,1.0,86.03,1365.0,2.0,6302.5641025641025
Super built-up  Area,Ready To Move,Arekere,2.0,2.0,45.0,1372.0,3.0,3279.883381924198
Super built-up  Area,Ready To Move,Arekere,3.0,2.0,140.0,2440.0,2.0,5737.704918032787
Built-up  Area,Ready To Move,Arekere,2.0,1.0,40.0,1141.0,1.0,3505.6967572304998
Built-up  Area,Ready To Move,Arekere,1.0,1.0,28.0,1329.0,2.0,2106.8472535741157
Super built-up  Area,18-Jul,Arekere,3.0,2.0,108.0,1390.0,2.0,7769.784172661871
Super built-up  Area,Ready To Move,Arekere,2.0,2.0,55.0,1559.0,2.0,3527.902501603592
Super built-up  Area,Ready To Move,Arekere,2.0,2.0,125.0,3250.0,2.0,3846.153846153846
Super built-up  Area,Ready To Move,Arekere,2.0,3.0,50.0,2259.0,3.0,2213.368747233289
Super built-up  Area,Ready To Move,Arekere,3.0,2.0,150.0,1560.0,3.0,9615.384615384615
Super built-up  Area,Ready To Move,Arekere,2.0,2.0,60.0,1255.0,3.0,4780.876494023904
Plot  Area,Ready To Move,Arishinakunte,1.0,0.0,170.0,2187.5,4.0,7771.428571428572
Built-up  Area,Ready To Move,Arishinakunte,4.0,1.0,150.0,1215.0,3.0,12345.67901234568
Built-up  Area,Ready To Move,Ashirvad Colony,2.0,1.0,58.0,1656.0,2.0,3502.415458937198
Built-up  Area,Ready To Move,Ashirvad Colony,2.0,2.0,53.0,1200.0,3.0,4416.666666666667
Built-up  Area,Ready To Move,Ashirvad Colony,3.0,1.0,100.0,3532.0,2.0,2831.2570781426953
Super built-up  Area,Ready To Move,Ashirvad Colony,2.0,2.0,57.0,1680.0,3.0,3392.8571428571427
Super built-up  Area,Ready To Move,Ashwath Nagar,2.0,2.0,63.0,1079.0,2.0,5838.739573679332
Super built-up  Area,Ready To Move,Ashwath Nagar,2.0,1.5843757375501535,90.0,1566.0,3.0,5747.126436781609
Built-up  Area,Ready To Move,Ashwath Nagar,3.0,1.5843757375501535,95.0,1804.0,2.0,5266.0753880266075
Built-up  Area,Ready To Move,Ashwath Nagar,2.0,3.0,65.0,1129.0,2.0,5757.3073516386185
Super built-up  Area,Ready To Move,Ashwath Nagar,3.0,2.0,95.0,1405.0,4.0,6761.5658362989325
Super built-up  Area,Ready To Move,Ashwathnagar,2.0,2.0,42.0,1845.0,2.0,2276.4227642276423
Built-up  Area,Ready To Move,Ashwathnagar,2.0,2.0,55.0,1693.0,3.0,3248.6709982279976
Built-up  Area,Ready To Move,Ashwathnagar,2.0,0.0,60.0,1135.0,2.0,5286.343612334802
Super built-up  Area,Ready To Move,Ashwini layout,1.0,1.0,62.0,1200.0,3.0,5166.666666666667
Super built-up  Area,Ready To Move,Atmananda Colony,2.0,2.0,55.0,1053.0,2.0,5223.171889838556
Built-up  Area,Ready To Move,Attibele,1.0,1.0,12.0,1530.0,2.0,784.3137254901961
Built-up  Area,Ready To Move,Attibele,1.0,1.0,14.0,1201.0,2.0,1165.6952539550375
Super built-up  Area,Ready To Move,Attibele,1.0,1.0,17.0,2200.0,2.0,772.7272727272727
Built-up  Area,Ready To Move,Attibele,1.0,1.0,10.25,1135.0,2.0,903.0837004405287
Super built-up  Area,Ready To Move,Attibele,2.0,1.0,40.98,3960.0,2.0,1034.8484848484848
Built-up  Area,Ready To Move,Attibele,1.0,1.0,12.0,1004.0,2.0,1195.219123505976
Plot  Area,Ready To Move,Attibele,3.0,1.0,85.0,1151.0,2.0,7384.88271068636
Built-up  Area,Ready To Move,Attibele,2.0,2.0,42.0,1359.0,2.0,3090.5077262693158
Super built-up  Area,Ready To Move,Attibele,1.0,1.0,25.0,1235.0,2.0,2024.2914979757086
Built-up  Area,Ready To Move,Attibele,1.0,1.0,12.5,900.0,2.0,1388.888888888889
Super built-up  Area,Ready To Move,Attibele,1.0,1.0,24.88,1200.0,2.0,2073.3333333333335
Super built-up  Area,Ready To Move,Attibele,2.0,1.0,29.35,1693.0,4.0,1733.6089781453043
Super built-up  Area,Ready To Move,Attibele,1.0,0.0,19.55,2070.0,2.0,944.4444444444445
Built-up  Area,Ready To Move,Attibele,1.0,1.0,11.5,3750.0,2.0,306.6666666666667
Super built-up  Area,Ready To Move,Attibele,2.0,1.0,11.5,883.0,2.0,1302.37825594564
Plot  Area,18-Aug,Attibele,2.0,1.0,42.0,1541.0,2.0,2725.5029201817
Super built-up  Area,Ready To Move,Attibele,1.0,1.0,11.5,1174.0,2.0,979.557069846678
Plot  Area,18-Apr,Attibele,3.0,1.0,90.0,1896.0,2.0,4746.835443037975
Plot  Area,18-Dec,Attibele,3.0,1.5843757375501535,105.0,5000.0,2.0,2100.0
Plot  Area,Ready To Move,Attibele,3.0,1.0,65.0,1275.0,3.0,5098.0392156862745
Built-up  Area,Ready To Move,Austin Town,1.0,0.0,14.0,946.0,2.0,1479.9154334038055
Super built-up  Area,Ready To Move,Austin Town,2.0,1.0,60.0,2246.0,3.0,2671.4158504007123
Super built-up  Area,Ready To Move,Austin Town,2.0,1.0,60.0,1615.0,3.0,3715.170278637771
Built-up  Area,Ready To Move,Avalahalli,3.0,3.0,120.0,1125.0,3.0,10666.666666666666
Super built-up  Area,Ready To Move,Ayappa Nagar,3.0,1.0,72.0,1559.0,4.0,4618.345093008339
Super built-up  Area,Ready To Move,B Channasandra,2.0,1.0,79.0,4850.0,3.0,1628.8659793814434
Super built-up  Area,Ready To Move,B Channasandra,2.0,1.0,45.0,2270.0,3.0,1982.3788546255507
Plot  Area,Ready To Move,B Narayanapura,2.0,1.0,98.5,1580.0,3.0,6234.177215189873
Super built-up  Area,18-Nov,B Narayanapura,2.0,1.0,58.27,1200.0,3.0,4855.833333333333
Built-up  Area,Ready To Move,B Narayanapura,2.0,2.0,70.0,1500.0,3.0,4666.666666666667
Super built-up  Area,Ready To Move,B Narayanapura,2.0,2.0,60.0,1520.0,2.0,3947.3684210526317
Super built-up  Area,Ready To Move,B Narayanapura,2.0,1.0,49.0,1200.0,2.0,4083.3333333333335
Super built-up  Area,18-Nov,B Narayanapura,3.0,2.0,77.27,1200.0,3.0,6439.166666666667
Super built-up  Area,Ready To Move,B Narayanapura,2.0,2.0,50.0,1050.0,2.0,4761.9047619047615
Carpet  Area,Ready To Move,BCC Layout,2.0,3.0,40.0,1275.0,1.0,3137.2549019607845
Super built-up  Area,Ready To Move,BCMC Layout,2.0,3.0,72.0,1760.0,5.0,4090.909090909091
Plot  Area,Ready To Move,BEL Road,2.0,0.0,110.0,1440.0,3.0,7638.888888888889
Plot  Area,Ready To Move,BEL Road,2.0,0.0,203.0,3216.0,2.0,6312.189054726368
Super built-up  Area,Ready To Move,BEML Layout,3.0,2.0,85.0,1617.0,4.0,5256.648113790971
Built-up  Area,Ready To Move,BEML Layout,2.0,3.0,45.0,850.0,2.0,5294.117647058823
Plot  Area,Ready To Move,BEML Layout,3.0,1.0,150.0,1125.0,2.0,13333.333333333334
Super built-up  Area,Ready To Move,BEML Layout,2.0,1.0,65.0,1850.0,5.0,3513.5135135135133
Super built-up  Area,Ready To Move,BEML Layout,2.0,2.0,67.0,1299.0,2.0,5157.813702848345
Super built-up  Area,Ready To Move,BEML Layout,3.0,2.0,85.0,2615.0,2.0,3250.4780114722753
Super built-up  Area,Ready To Move,BEML Layout,2.0,1.0,65.0,1190.0,2.0,5462.18487394958
Plot  Area,Ready To Move,BHEL Layout,4.0,1.0,160.0,1600.0,3.0,10000.0
Super built-up  Area,Ready To Move,BSM Extension,2.0,2.0,45.0,1075.0,2.0,4186.046511627907
Super built-up  Area,Ready To Move,BTM 1st Stage,3.0,2.0,200.0,1355.0,3.0,14760.147601476016
Super built-up  Area,Ready To Move,BTM 2nd Stage,2.0,2.0,80.0,1200.0,3.0,6666.666666666667
Plot  Area,Ready To Move,BTM 2nd Stage,2.0,1.0,450.0,7500.0,4.0,6000.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,2.0,2.0,70.0,2400.0,2.0,2916.6666666666665
Super built-up  Area,18-May,BTM 2nd Stage,3.0,1.0,50.0,3000.0,6.0,1666.6666666666667
Built-up  Area,Ready To Move,BTM 2nd Stage,2.0,2.0,80.0,1450.0,3.0,5517.241379310345
Super built-up  Area,Ready To Move,BTM 2nd Stage,2.0,2.0,55.0,1170.0,2.0,4700.854700854701
Super built-up  Area,Ready To Move,BTM 2nd Stage,3.0,3.0,220.0,1258.0,3.0,17488.076311605724
Super built-up  Area,Ready To Move,BTM 2nd Stage,2.0,2.0,56.0,1200.0,2.0,4666.666666666667
Super built-up  Area,Ready To Move,BTM 2nd Stage,2.0,1.0,75.0,1590.0,2.0,4716.981132075472
Plot  Area,Ready To Move,BTM 2nd Stage,3.0,2.0,400.0,2900.0,4.0,13793.103448275862
Built-up  Area,Ready To Move,BTM 2nd Stage,3.0,3.0,172.0,1200.0,3.0,14333.333333333334
Super built-up  Area,Ready To Move,BTM 2nd Stage,2.0,2.0,70.0,1356.0,2.0,5162.241887905605
Super built-up  Area,Ready To Move,BTM 2nd Stage,2.0,2.0,47.0,1317.0,2.0,3568.716780561883
Plot  Area,Ready To Move,BTM 4th Stage,2.0,0.0,90.0,1128.0,2.0,7978.723404255319
Super built-up  Area,Ready To Move,BTM Layout,2.0,2.0,63.0,1135.0,3.0,5550.660792951542
Built-up  Area,Ready To Move,BTM Layout,2.0,2.0,81.0,1692.0,3.0,4787.234042553191
Super built-up  Area,Ready To Move,BTM Layout,2.0,3.0,75.0,1628.0,3.0,4606.879606879607
Super built-up  Area,Ready To Move,BTM Layout,3.0,2.0,79.0,1280.0,3.0,6171.875
Built-up  Area,Ready To Move,BTM Layout,2.0,1.0,51.5,1125.0,3.0,4577.777777777777
Super built-up  Area,Ready To Move,BTM Layout,2.0,1.0,46.5,1560.0,4.0,2980.769230769231
Super built-up  Area,Ready To Move,BTM Layout,3.0,2.0,112.0,1163.0,2.0,9630.266552020636
Built-up  Area,Ready To Move,BTM Layout,2.0,1.0,75.0,1421.0,2.0,5277.973258268825
Built-up  Area,Ready To Move,BTM Layout,2.0,2.0,78.0,2666.0,2.0,2925.7314328582147
Built-up  Area,Ready To Move,BTM Layout,3.0,2.0,220.0,3600.0,2.0,6111.111111111111
Plot  Area,Ready To Move,Baba Nagar,3.0,3.0,96.25,700.0,2.0,13750.0
Super built-up  Area,17-Nov,Babusapalaya,2.0,2.0,39.98,1101.0,2.0,3631.2443233424156
Super built-up  Area,Ready To Move,Babusapalaya,2.0,1.0,46.0,1200.0,3.0,3833.3333333333335
Super built-up  Area,Ready To Move,Babusapalaya,2.0,3.0,45.0,1185.0,2.0,3797.46835443038
Super built-up  Area,Ready To Move,Babusapalaya,2.0,1.0,45.9,1210.0,2.0,3793.3884297520663
Super built-up  Area,Ready To Move,Babusapalaya,2.0,3.0,65.0,1595.0,2.0,4075.2351097178685
Built-up  Area,Ready To Move,Babusapalaya,2.0,1.0,70.0,1984.0,2.0,3528.2258064516127
Super built-up  Area,18-Apr,Babusapalaya,2.0,1.0,36.37,1015.0,2.0,3583.2512315270933
Plot  Area,Ready To Move,Babusapalaya,2.0,0.0,105.0,2430.0,2.0,4320.9876543209875
Super built-up  Area,20-Jan,Badavala Nagar,2.0,1.0,81.0,1700.0,2.0,4764.705882352941
Super built-up  Area,Ready To Move,Badavala Nagar,2.0,2.0,94.55,2215.0,4.0,4268.6230248307
Super built-up  Area,20-Jan,Badavala Nagar,2.0,2.0,94.55,1800.0,2.0,5252.777777777777
Super built-up  Area,20-Jan,Badavala Nagar,3.0,2.0,115.0,2700.0,2.0,4259.259259259259
Super built-up  Area,20-Jan,Badavala Nagar,2.0,1.0,90.0,1830.0,2.0,4918.0327868852455
Built-up  Area,Ready To Move,Bagalakunte,1.0,1.0,162.0,1650.0,2.0,9818.181818181818
Plot  Area,Ready To Move,Bagalakunte,3.0,1.0,95.0,1522.0,3.0,6241.787122207622
Built-up  Area,Ready To Move,Bagalur,2.0,3.0,50.0,1200.0,3.0,4166.666666666667
